name,college_type,college_years,acceptance_rate_pct,sat_25th_percentile,sat_75th_percentile,sat_50th_percentile,act_25th_percentile,act_75th_percentile,act_50th_percentile,graduation_rate_pct,retention_rate_pct,pct_receiving_aid_pct,avg_after_aid_val,avg_after_aid_costs_val,avg_aid_package_val,avg_housing_cost_val,undergrad_students_num,student_faculty_ratio_num,num_majors_num,college_board_code_num,college_score,setting,rd_due_date,test_optional,gpa_optional
Black Hills State University,Public,,0.7,,,1100,,,24,0.6,0.75,0.6,8000,18000,8000,12000,4000,,,,45,Rural,2024-01-15,Yes,
Blackburn College,Private,,0.6,,,1100,,,25,0.6,0.7,0.7,15000,20000,15000,12000,600,,,,46,Rural,2024-01-15,Yes,
Blessing-Rieman College of Nursing,Private,,0.6,,,1100,,,25,0.7,0.8,0.7,15000,20000,15000,12000,500,,,,48,Urban,Rolling,Yes,
Bloomfield College,Private,,0.5,,,1100,,,25,0.6,0.7,0.8,20000,20000,20000,12000,1500,,,,50,Suburban,2024-01-15,Yes,
Bloomsburg University of Pennsylvania,Public,,0.7,,,1100,,,24,0.6,0.8,0.6,8000,24000,8000,13000,8000,,,,47,Suburban,2024-01-15,Yes,
Blue Mountain College,Private,,0.6,,,1100,,,25,0.6,0.7,0.7,8000,12000,8000,12000,1000,,,,46,Rural,2024-01-15,Yes,
Bluefield College,Private,,0.6,,,1100,,,25,0.6,0.7,0.7,15000,20000,15000,12000,800,,,,46,Rural,Rolling,Yes,
Bluefield State College,Public,,0.7,,,1050,,,21,0.5,0.7,0.6,7000,20000,7000,12000,1500,,,,39,Rural,2024-08-01,Yes,
Bluffton College,Private,,0.6,,,1150,,,24,0.65,0.75,0.7,15000,30000,15000,12000,800,,,,46,Rural,2024-01-15,Yes,
Bob Jones University,Private,,0.5,,,1150,,,24,0.7,0.8,0.8,20000,20000,20000,12000,3000,,,,53,Suburban,2024-01-15,Yes,
Boise Bible College,Private,,0.6,,,1100,,,25,0.7,0.8,0.7,15000,20000,15000,12000,400,,,,48,Urban,Rolling,Yes,
Boise State University,Public,,0.7,,,1150,,,24,0.6,0.8,0.6,8000,24000,8000,12000,24000,,,,47,Urban,2024-01-15,Yes,
Boricua College,Private,,0.6,,,1100,,,25,0.6,0.7,0.7,15000,20000,15000,12000,1500,,,,47,Urban,2024-01-15,Yes,
Boston Architectural Center,Private,,0.5,,,1250,,,27,0.7,0.8,0.7,20000,30000,20000,12000,800,,,,53,Urban,2024-01-15,Yes,
Boston College,Private,,0.19,,,1400,,,32,0.93,0.95,0.75,25000,58000,25000,15000,14000,,,,80,Suburban,2024-01-01,Yes,
Boston University,Private,,0.18,,,1400,,,32,0.87,0.93,0.75,25000,60000,25000,15000,36000,,,,78,Urban,2024-01-01,Yes,
Bowdoin College,Private,,0.09,,,1450,,,32,0.93,0.95,0.75,25000,60000,25000,15000,1800,,,,77,Rural,2024-01-01,Yes,
Bowie State University,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,25000,8000,12000,6000,,,,48,Suburban,2024-01-15,Yes,
Bowling Green State University,Public,,0.6,,,1150,,,24,0.6,0.8,0.6,8000,25000,8000,12000,19000,,,,50,Suburban,2024-01-15,Yes,
"Bowling Green State University, Firelands",Public,,0.6,,,1100,,,25,0.6,0.7,0.6,8000,25000,8000,12000,1000,,,,46,Suburban,2024-01-15,Yes,
Bradley University,Private,,0.65,,,1200,,,25,0.7,0.8,0.7,15000,35000,15000,12000,5000,,,,50,Urban,2024-01-15,Yes,
Brandeis University,Private,,0.3,,,1350,,,30,0.87,0.92,0.75,25000,60000,25000,15000,5800,,,,68,Suburban,2024-01-15,Yes,
Brandman University,Private For-Profit,,0.6,,,1100,,,25,0.5,0.7,0.7,10000,15000,10000,12000,7000,,,,48,Suburban,Rolling,Yes,
Brenau University,Private,,0.5,,,1100,,,25,0.6,0.7,0.7,15000,28000,15000,12000,2000,,,,50,Suburban,2024-01-15,Yes,
Brescia University,Private,,0.6,,,1100,,,24,0.6,0.7,0.7,15000,20000,15000,12000,800,,,,45,Suburban,2024-07-01,Yes,
Brevard College,Private,,0.6,,,1100,,,25,0.6,0.7,0.7,15000,20000,15000,12000,700,,,,46,Rural,2024-01-15,Yes,
Brewton-Parker College,Private,,0.6,,,1100,,,25,0.5,0.7,0.7,10000,12000,10000,12000,800,,,,44,Rural,2024-08-01,Yes,
Breyer State University (Virtual University),Private For-Profit,,0.7,,,1100,,,25,0.6,0.7,0.6,10000,15000,10000,12000,5000,,,,46,Urban,Rolling,Yes,
Briar Cliff College,Private,,0.5,,,1100,,,25,0.6,0.7,0.7,15000,32000,15000,12000,1000,,,,49,Urban,2024-01-15,Yes,
Bridgewater College,Private,,0.5,,,1100,,,25,0.6,0.75,0.7,15000,20000,15000,12000,1500,,,,50,Rural,2024-01-15,Yes,
Bridgewater State College,Public,,0.65,,,1150,,,24,0.65,0.75,0.6,8000,24000,8000,13000,10000,,,,49,Suburban,2024-01-01,Yes,
Brigham Young University,Private,,0.67,,,1250,,,27,0.78,0.85,0.6,8000,11600,8000,12000,19000,,,,53,Rural,2024-01-15,No,
Brigham Young University,Private,,0.6,,,1300,,,28,0.85,0.9,0.7,8000,12000,8000,12000,35000,,,,57,Suburban,2024-01-01,No,
Brigham Young University Hawaii,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,10000,6000,10000,12000,3000,,,,54,Rural,2024-01-15,Yes,
Brooklyn Law School,Private,,0.4,,,1400,,,32,0.85,0.9,0.7,20000,65000,20000,15000,1000,,,,63,Urban,2024-04-01,Yes,
Brooks Institute of Photography,Private For-Profit,,0.6,,,1150,,,24,0.6,0.7,0.7,15000,20000,15000,12000,800,,,,45,Urban,Rolling,Yes,
Brown University,Private,,0.05,,,1480,,,33,0.94,0.97,0.7,30000,60000,30000,15000,10000,,,,81,Urban,2024-01-01,Yes,
Brunswick Community College,Public,,0.7,,,1050,,,21,0.5,0.7,0.6,7000,9000,7000,12000,1500,,,,39,Rural,Rolling,Yes,
Bryan College,Private,,0.6,,,1150,,,24,0.65,0.75,0.7,15000,25000,15000,12000,800,,,,46,Rural,2024-01-15,Yes,
Bryant and Stratton College,Private For-Profit,,0.7,,,1050,,,21,0.6,0.7,0.7,10000,20000,10000,12000,3000,,,,42,Urban,Rolling,Yes,
Bryant University,Private,,0.55,,,1230,,,27,0.75,0.85,0.75,20000,46000,20000,14000,3500,,,,55,Suburban,2024-01-15,Yes,
Bryn Athyn College of the New Church,Private,,0.5,,,1200,,,25,0.7,0.8,0.8,20000,30000,20000,13000,400,,,,51,Suburban,2024-01-15,Yes,
Bryn Mawr College,Private,,0.2,,,1350,,,30,0.88,0.93,0.75,25000,57000,25000,15000,1300,,,,69,Suburban,2024-01-15,Yes,
Bucknell University,Private,,0.3,,,1350,,,30,0.88,0.92,0.7,25000,60000,25000,15000,3600,,,,67,Rural,2024-01-15,Yes,
Buena Vista University,Private,,0.5,,,1150,,,24,0.6,0.7,0.7,15000,30000,15000,12000,1000,,,,48,Rural,2024-01-15,Yes,
Burlington College,Private,,0.5,,,1200,,,25,0.7,0.75,0.8,20000,30000,20000,12000,500,,,,51,Urban,2024-01-15,Yes,
Butler University,Private,,0.76,,,1230,,,27,0.76,0.85,0.85,21000,43000,21000,13000,5000,,,,50,Urban,2024-01-15,Yes,
Cabrini College,Private,,0.5,,,1150,,,24,0.65,0.75,0.8,20000,35000,20000,13000,1500,,,,50,Suburban,2024-01-15,Yes,
Caldwell College,Private,,0.5,,,1100,,,25,0.7,0.75,0.7,20000,35000,20000,12000,1500,,,,52,Suburban,2024-01-15,Yes,
California Baptist College,Private,,0.55,,,1200,,,25,0.65,0.75,0.75,20000,35000,20000,13000,11000,,,,53,Suburban,2024-01-15,Yes,
California Coast University,Private For-Profit,,0.7,,,1000,,,20,0.6,0.7,0.7,10000,12000,10000,12000,1000,,,,40,Urban,Rolling,Yes,
California College for Health Sciences,Private For-Profit,,0.7,,,1100,,,25,0.6,0.75,0.6,10000,15000,10000,12000,2000,,,,45,Urban,Rolling,Yes,
California College of Arts and Crafts,Private,,0.5,,,1200,,,25,0.7,0.8,0.75,20000,50000,20000,12000,1000,,,,52,Urban,2024-01-15,Yes,
California College of Podiatric Medicine,Private,,0.5,,,1200,,,25,0.85,0.8,0.7,20000,40000,20000,15000,600,,,,53,Urban,2024-01-15,No,
California College San Diego,Private For-Profit,,0.7,,,1050,,,21,0.6,0.75,0.7,10000,20000,10000,12000,1000,,,,41,Urban,Rolling,Yes,
California Institute of Integral Studies,Private,4,0.5,,,1200,,,25,0.7,0.8,0.75,20000,30000,20000,15000,98,13.0,13,,3,Urban,Not available,Not available,Not available
California Institute of Technology,Private,4,0.03,,,1530,,,34,0.93,0.97,0.5,23,23397,74780,20991,987,3.0,42,4034,60,Suburban,January 3,Required,Recommended
California Institute of the Arts,Private,4,0.26,,,1300,,,28,0.64,0.85,0.75,57,57288,25000,17202,902,7.0,24,4049,46,Suburban,January 5,Neither required nor recommended,Considered but not required
California Lutheran University,Private,4,0.76,1120,1330,1225,24,31,28,0.74,0.79,0.68,27,27080,44456,17540,2296,13.0,60,4088,51,Suburban,January 1,Considered if submitted,Required
California State University Maritime Academy,Public,4,0.96,,,1200,,,25,0.67,0.73,0.6,16,16081,14099,15190,1000,12.0,11,,22,Suburban,Not available,Required,Required
California Polytechnic State University - San Luis Obispo,Public,,0.3,,,1350,,,30,0.7,0.9,0.6,8000,35000,8000,15000,20000,,,,66,Suburban,2024-01-01,No,
California School of Professional Psychology - Berkley/Alameda,Private,,0.5,,,1200,,,25,0.7,0.8,0.75,20000,30000,20000,12000,1000,,,,52,Urban,Rolling,Yes,
California School of Professional Psychology - Fresno,Private,,0.5,,,1150,,,24,0.7,0.8,0.7,20000,20000,20000,12000,1000,,,,51,Urban,Rolling,Yes,
California School of Professional Psychology - Los Angels,Private,,0.5,,,1200,,,25,0.7,0.8,0.75,20000,25000,20000,15000,1000,,,,52,Urban,Rolling,Yes,
California School of Professional Psychology - San Diego,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,20000,30000,20000,12000,1000,,,,52,Urban,Rolling,Yes,
California State Polytechnic University - Pomona,Public,,0.55,,,1300,,,28,0.66,0.85,0.65,8000,20000,8000,13000,26000,,,,55,Suburban,2024-01-15,Yes,
California State University: Bakersfield,Public,4,0.85,940,1160,1050,19,27,23,0.49,0.78,0.82,7,6567,14622,15598,8577,19.0,50,,41,Suburban,November 30,Neither required nor recommended,Required
California State University: Channel Islands,Public,4,0.86,,,1150,,,24,0.53,0.75,0.65,11,10931,8000,17590,7000,17.0,34,,22,Rural,Not available,Required for some,Required
California State University: Chico,Public,4,0.92,990,1293,1142,23,28,26,0.64,0.81,0.57,15,15187,12112,16500,13231,21.0,90,4048,44,Rural,December 15,Considered if submitted,Required
California State University: Dominguez Hills,Public,4,0.89,790,930,860,15,15,15,0.47,0.71,0.68,4,4438,6626,19182,13318,25.0,78,,32,Suburban,Not available,Not available,Considered but not required
California State University: Fresno,Public,4,0.94,920,1190,1055,21,28,24,0.55,0.81,0.73,7,7303,14723,11960,21540,23.0,100,,40,Urban,December 15,Not available,Required
California State University: Fullerton,Public,4,0.91,860,1070,965,22,30,26,0.69,0.82,0.52,6,6283,8692,21157,38383,25.0,85,,43,Suburban,November 30,Neither required nor recommended,Required
"California State University, Hayward",Public,,0.5,,,1150,,,24,0.65,0.75,0.6,8000,18000,8000,13000,12000,,,,53,Suburban,2024-01-01,Yes,
California State University: Long Beach,Public,4,0.46,,,1230,,,25,0.7,0.86,0.78,10,9731,13887,16666,35843,26.0,126,,39,Suburban,November 30,Neither required nor recommended,Required
California State University: Los Angeles,Public,4,0.93,850,1045,948,16,24,20,0.53,0.72,0.86,5,4551,16553,18658,19330,22.0,99,,36,Urban,December 15,Considered if submitted,Required
California State University: Monterey Bay,Public,4,0.97,900,1220,1060,20,26,23,0.63,0.8,0.64,15,15222,13954,17514,6910,26.0,40,,39,Suburban,December 16,Neither required nor recommended,Required
California State University: Northridge,Public,4,0.92,,,1150,16,22,19,0.56,0.73,0.81,8,8222,13692,21350,32499,25.0,114,,34,Urban,November 30,Required,Required
California State University: Sacramento,Public,4,0.94,880,1100,990,16,24,20,0.56,0.8,0.7,11,11183,15909,19644,28825,21.0,80,4671,37,Urban,December 15,Considered if submitted,Required
"California State University, San Bernadino",Public,,0.65,,,1100,,,24,0.6,0.75,0.6,8000,20000,8000,13000,20000,,,,48,Urban,2024-01-15,Yes,
California State University: San Marcos,Public,4,0.95,880,1070,975,18,23,20,0.54,0.78,0.61,11,10500,13135,17138,14877,24.0,61,5677,36,Suburban,January 31,Recommended,Required
"California State University, Stanislaus",Public,4,0.97,900,1080,990,15,20,18,0.58,0.8,0.79,7,7316,17108,13310,8565,17.0,56,,36,Suburban,Not available,Neither required nor recommended,Required
California University of Management and Sciences,Private,4,0.7,,,1100,,,24,0.6,0.7,0.7,10000,15000,10000,12000,1000,,,,0,Urban,Not available,Not available,Required
California University of Pennsylvania,Public,,0.6,,,1100,,,25,0.6,0.7,0.6,8000,24000,8000,12000,6000,,,,50,Rural,2024-01-15,Yes,
California Western School of Law,Private,,0.5,,,1450,,,32,0.85,0.9,0.8,20000,55000,20000,15000,700,,,,60,Urban,2024-04-01,Yes,
Calumet College of St. Joseph,Private,4,0.57,,,1100,13,22,18,0.31,0.4,0.84,17,17377,18411,10000,560,13.0,20,1776,37,Urban,Not available,Recommended,Required
Calvary Bible College,Private,,0.7,,,1100,,,25,0.6,0.75,0.8,20000,20000,20000,12000,500,,,,43,Suburban,2024-01-01,Yes,
Calvin College,Private,,0.6,,,1250,,,27,0.78,0.85,0.7,25000,35000,25000,12000,3500,,,,54,Suburban,2024-01-15,Yes,
Cambridge College,Private,4,0.3,,,1100,,,25,0.13,1.0,0.58,20000,20000,9623,12000,803,14.0,43,3612,37,Urban,September 1,Neither required nor recommended,Neither required nor recommended
Cameron University,Public,4,1.0,,,1100,15,20,18,0.28,0.67,0.65,11,11094,10538,11110,2492,18.0,44,6080,27,Suburban,Not available,Required for some,Required
Campbell University,Private,4,0.87,1090,1280,1185,19,26,22,0.55,0.76,0.73,25,24517,41439,14766,2680,13.0,103,5100,42,Rural,August 10,Recommended,Required
Campbellsville University,Private,4,0.77,940,1120,1030,17,24,20,0.46,0.61,0.87,19,18777,20147,9392,2654,17.0,87,,38,Rural,Not available,Recommended,Required
Canisius College,Private,4,0.72,1040,1220,1130,23,30,26,0.71,0.73,0.63,19,19321,32545,13560,1685,11.0,75,2073,49,Urban,Not available,Considered if submitted,Required
Capella University,Private,4,0.6,,,1100,,,25,0.25,0.36,0.7,17,16975,10000,12000,10000,35.0,105,,7,Urban,Not available,Not available,Not available
Capital University,Private,4,0.7,900,1160,1030,18,25,22,0.66,0.76,0.77,22,22480,35232,13388,1585,9.0,74,1099,47,Suburban,August 1,Neither required nor recommended,Required
Capital University Law School,Private,,0.4,,,1400,,,32,0.7,0.8,0.7,20000,45000,20000,12000,500,,,,59,Urban,2024-04-01,Yes,
Capitol College,Private,,0.6,,,1100,,,25,0.6,0.7,0.7,15000,20000,15000,12000,800,,,,46,Suburban,2024-01-01,Yes,
Cardinal Stritch University,Private,,0.5,,,1150,,,24,0.65,0.75,0.8,20000,30000,20000,12000,2000,,,,51,Suburban,2024-01-15,Yes,
Carleton College,Private,,0.2,,,1450,,,32,0.9,0.95,0.7,25000,60000,25000,15000,2000,,,,71,Rural,2024-01-15,Yes,
Carlos Albizu University,Private,,0.7,,,1100,,,24,0.6,0.7,0.75,15000,20000,15000,12000,1500,,,,43,Urban,Rolling,Yes,
Carlow College,Private,,0.5,,,1150,,,24,0.65,0.75,0.7,20000,20000,20000,12000,1200,,,,50,Urban,2024-01-15,Yes,
Carnegie Mellon University,Private,4,0.12,1510,1560,1535,34,35,34,0.93,0.98,0.39,33,32964,56005,18894,7744,6.0,184,2074,87,Urban,January 5,Considered if submitted,Required
Carroll College Helena,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,15000,30000,15000,12000,1000,,,,52,Urban,2024-01-15,Yes,
Carroll College Waukesha,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,20000,30000,20000,12000,1500,,,,52,Suburban,2024-01-15,Yes,
Carson-Newman College,Private,,0.5,,,1100,,,24,0.65,0.75,0.7,15000,30000,15000,12000,2000,,,,51,Suburban,2024-01-15,Yes,
Carthage College,Private,,0.5,,,1150,,,24,0.65,0.75,0.8,20000,34000,20000,12000,2500,,,,51,Suburban,2024-01-15,Yes,
Case Western Reserve University,Private,,0.3,,,1400,,,32,0.85,0.9,0.7,20000,60000,20000,15000,11000,,,,70,Urban,2024-01-15,Yes,
Castleton State College,Public,,0.7,,,1100,,,24,0.6,0.75,0.6,8000,30000,8000,12000,2000,,,,44,Rural,2024-01-15,Yes,
Catawba College,Private,,0.5,,,1100,,,24,0.6,0.7,0.7,20000,30000,20000,12000,1200,,,,49,Suburban,2024-01-15,Yes,
Catholic Theological Union,Private,,0.5,,,1200,,,25,0.7,0.8,0.8,20000,20000,20000,12000,500,,,,51,Urban,2024-01-15,Yes,
Cedar Crest College,Private,,0.5,,,1150,,,24,0.65,0.75,0.8,20000,38000,20000,13000,1200,,,,50,Suburban,2024-01-15,Yes,
Cedarville University,Private,4,0.65,1140,1340,1240,22,29,26,0.74,0.9,0.64,27,27047,28674,10084,4024,15.0,78,1151,54,Rural,August 1,Considered if submitted,Required
Centenary University,Private,4,0.74,,,1100,15,25,20,0.56,0.76,0.97,23,22838,25153,14114,939,11.0,50,,42,Suburban,September 1,Required,Required
Centenary College of Louisiana,Private,4,0.56,1053,1185,1119,20,25,22,0.59,0.7,0.86,25,25427,31064,15200,685,10.0,27,6082,48,Urban,July 15,Required for some,Required
Center for Humanistic Studies,Private,,0.5,,,1200,,,25,0.7,0.8,0.75,20000,25000,20000,12000,1500,,,,52,Urban,2024-01-15,Yes,
Central Baptist College,Private,4,0.64,835,1095,965,17,22,20,0.43,0.62,0.9,17,16672,12123,9000,449,12.0,32,788,41,Urban,August 15,Required,Required
Central Bible College,Private,,0.6,,,1100,,,25,0.7,0.75,0.8,20000,20000,20000,12000,600,,,,48,Urban,2024-01-01,Yes,
Central Christian College Of The Bible,Private,4,0.14,940,1080,1010,16,20,18,0.33,0.68,0.7,14,13695,15000,11300,500,9.0,14,,58,Rural,Not available,Not available,Not available
Central College,Private,,0.6,,,1200,,,25,0.7,0.8,0.7,20000,40000,20000,12000,1200,,,,49,Rural,2024-01-15,Yes,
Central Connecticut State University,Public,,0.7,,,1100,,,24,0.6,0.8,0.7,10000,25000,10000,15000,12000,,,,47,Suburban,2024-08-01,Yes,
Central Methodist University,Private,4,0.57,1000,1040,1020,17,23,20,0.54,0.61,0.43,25,25050,21387,9790,1040,12.0,46,6089,45,Rural,August 15,Required for some,Required
Central Michigan University,Public,,0.65,,,1120,,,23,0.65,0.75,0.65,8000,24000,8000,12000,19000,,,,48,Suburban,2024-01-15,Yes,
Central State University,Public,4,0.99,770,950,860,14,18,16,0.26,0.56,0.77,15,14821,8752,12556,2630,16.0,39,1107,25,Rural,Not available,Considered if submitted,Required
Central Washington University,Public,4,0.85,,,1100,17,23,20,0.5,0.68,0.6,16,15558,8000,16480,10705,14.0,167,,40,Rural,Not available,Required,Required
Centre College,Private,4,0.76,1150,1380,1265,26,32,29,0.85,0.9,0.6,24,23780,44777,14850,1401,10.0,28,1109,54,Suburban,January 15,Considered if submitted,Required
Chadron State College,Public,4,0.7,,,1050,,,21,0.38,0.72,0.6,14,13852,8000,10100,2500,16.0,44,,15,Rural,Not available,Not available,Not available
Chaminade University of Honolulu,Private,4,0.52,,,1150,,,24,0.63,0.4,0.41,28,27695,31290,18210,1817,12.0,43,,33,Urban,April 15,Considered if submitted,Required
Champlain College,Private,4,0.56,1170,1340,1255,27,31,29,0.63,0.83,0.63,37,36846,37618,18200,1670,11.0,57,3291,56,Suburban,January 3,Considered if submitted,Required
Chapman University,Private,4,0.65,1280,1410,1345,28,31,30,0.8,0.92,0.75,48,80,12,48113,53,12.0,95,4047,56,"$48,037",January 15,Considered if submitted,Required
Charles R Drew University of Medicine and Science,Private,4,0.67,,,1100,,,25,0.5,0.5,0.82,28,27789,13282,13000,236,5.0,11,4982,28,Urban,August 1,Considered if submitted,Recommended
Charleston Southern University,Private,,0.6,,,1150,,,24,0.5,0.7,0.7,10000,20000,10000,12000,3000,,,,46,Suburban,2024-01-15,Yes,
Charter Oak State College,Public,4,0.7,,,1100,,,25,0.5,1.0,0.6,16,15663,8000,12000,1473,13.0,28,,14,Suburban,Not available,Not available,Not available
Chatham University,Private,4,0.62,1080,1270,1175,21,30,26,0.66,0.78,0.75,29,66,10,13600,1235,10.0,70,2081,52,Urban,August 1,Considered if submitted,Recommended
Chestnut Hill College,Private,4,0.98,890,1090,990,,,24,0.56,0.67,0.84,29,28583,34397,12600,939,10.0,60,2082,33,Suburban,August 17,Neither required nor recommended,Required
Cheyney University of Pennsylvania,Public,4,0.74,830,1070,950,,,20,0.16,0.7,0.6,8,8460,8000,11016,587,15.0,19,,32,Rural,Not available,Required,Required
Chicago State University,Public,4,0.47,,,1000,,,20,0.17,0.41,0.93,10,9852,15654,12810,1496,10.0,53,1118,28,Urban,Not available,Required for some,Required
Chowan University,Private,4,0.68,800,950,875,14,17,16,0.29,0.56,0.8,16,15845,15000,9990,1259,16.0,31,5107,34,Rural,Not available,Required,Required
Christendom College,Private,4,0.86,1230,1430,1330,27,31,29,0.85,0.78,0.8,20000,30000,13,13220,500,13.0,,5691,35,Rural,Not available,Required for some,Required
Christian Brothers University,Private,4,0.88,515,640,578,18,23,20,0.56,0.73,0.7,17,17068,15000,9830,953,9.0,74,1121,38,Urban,Not available,Considered if submitted,Required
Christian Heritage College,Private,,0.5,,,1100,,,25,0.6,0.7,0.7,20000,20000,20000,12000,800,,,,49,Suburban,Rolling,Yes,
Christopher Newport University,Public,,0.6,,,1200,,,25,0.6,0.8,0.6,8000,30000,8000,13000,5000,,,,50,Suburban,2024-01-15,Yes,
Circleville Bible College,Private,,0.6,,,1100,,,25,0.7,0.8,0.75,20000,20000,20000,12000,500,,,,48,Rural,Rolling,Yes,
City University,Public,,0.5,,,1250,,,27,0.65,0.75,0.65,8000,36000,8000,13000,20000,,,,55,Urban,2024-01-15,Yes,
City University of New York (CUNY) System,Public,,0.65,,,1100,,,25,0.55,0.75,0.65,8000,21000,8000,15000,270000,,,,47,Urban,2024-01-01,Yes,
City University of New York Medical School / Sophie Davis School of Biomedical Education,Public,,0.3,,,1350,,,29,0.7,0.85,0.6,8000,24000,8000,15000,3000,,,,63,Urban,2024-01-15,Yes,
"City University of New York, Bernard M. Baruch College",Public,,0.45,,,1300,,,28,0.65,0.85,0.6,8000,19000,8000,15000,19000,,,,59,Urban,2024-01-01,Yes,
"City University of New York, Brooklyn College",Public,,0.5,,,1200,,,25,0.6,0.8,0.6,7000,21000,7000,14000,17000,,,,54,Urban,2024-01-01,Yes,
"City University of New York, City College",Public,,0.6,,,1200,,,25,0.6,0.8,0.6,8000,18000,8000,15000,15000,,,,51,Urban,2024-01-01,Yes,
City University of New York: College of Staten Island,Public,4,0.92,,,1100,,,25,0.48,0.76,0.6,6,48,8871,12000,9656,18.0,98,2778,24,Urban,Not available,Considered if submitted,Required
"City University of New York, Graduate School and University Center",Public,,0.5,,,1300,,,28,0.65,0.85,0.6,8000,20000,8000,15000,8000,,,,57,Urban,2024-01-01,Yes,
City University of New York: Hunter College,Public,4,0.54,1120,1400,1260,,,28,0.61,0.77,0.6,4,61,13,15000,16289,13.0,156,2301,56,Urban,Not available,Considered if submitted,Required
City University of New York: John Jay College of Criminal Justice,Public,4,0.57,,,1200,,,25,0.55,0.82,0.81,4,4141,5877,15000,11588,16.0,50,2115,36,Urban,Not available,Considered if submitted,Required
"City University of New York, Lehman College",Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,20000,8000,13000,12000,,,,48,Urban,2024-01-01,Yes,
