name,college_type,college_years,acceptance_rate_pct,sat_25th_percentile,sat_75th_percentile,sat_50th_percentile,act_25th_percentile,act_75th_percentile,act_50th_percentile,graduation_rate_pct,retention_rate_pct,pct_receiving_aid_pct,avg_after_aid_val,avg_after_aid_costs_val,avg_aid_package_val,avg_housing_cost_val,undergrad_students_num,student_faculty_ratio_num,num_majors_num,college_board_code_num,college_score,setting,rd_due_date,test_optional,gpa_optional
Rhodes College,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
Rice University,,,,,,1480,,,34,,,,,,,,,,,,24,,,Yes,
Richard Stockton College of New Jersey,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Rider University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Ringling College of Art and Design,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Ripon College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Rivier College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Roanoke Bible College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Roanoke College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Robert Morris College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Robert Morris College of Chicago,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Roberts Wesleyan College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Rochester College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Rochester Institute of Technology,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
Rock Valley College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Rockford College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Rockhurst College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Rocky Mountain College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Rocky Mountain College of Art and Design,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Roger Williams University,,,,,,1220,,,26,,,,,,,,,,,,18,,,Yes,
Rogers State University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Rollins College,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Roosevelt University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Rose-Hulman Institute of Technology,,,,,,1400,,,32,,,,,,,,,,,,22,,,No,
Rosemont College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
"Ross University, School of Medicine",,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Rowan University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Rush University,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Russel Sage College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Rust College,,,,,,1000,,,20,,,,,,,,,,,,14,,,Yes,
"Rutgers, The State University of New Jersey",,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
"Rutgers, The State University of New Jersey - Camden",,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
"Rutgers, The State University of New Jersey - Newark",,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Sacred Heart University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Sage Graduate School,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Saginaw Valley State University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Salem College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Salem International University,,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
Salem State College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Salem Teikyo University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Salisbury State University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Salve Regina University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Sam Houston State University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Samford University,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Samuel Merritt College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
San Diego State University,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
San Diego University for Integrative Studies,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
San Francisco Art Institute,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
San Francisco Conservatory of Music,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
San Francisco State University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
San Joaquin College of Law,,,,,,1500,,,32,,,,,,,,,,,,23,,,Yes,
San Jose Christian College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
San Jose State University,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Sanford-Brown Institute,,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
Santa Clara University,,,,,,1360,,,30,,,,,,,,,,,,21,,,Yes,
Sarah Lawrence College,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
Savannah College of Art and Design,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Savannah State University,,,,,,1000,,,20,,,,,,,,,,,,14,,,Yes,
Saybrook Institute,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Schiller International University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Scholl College of Podiatric Medicine,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
School for International Training,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
School of the Museum of Fine Arts,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
School of the Visual Arts,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Schreiner College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Scripps College,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
Seattle Pacific University,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Seattle University,,,,,,1250,,,28,,,,,,,,,,,,19,,,Yes,
Seton Hall University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Seton Hill College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Shaw University,,,,,,1000,,,20,,,,,,,,,,,,14,,,Recommended,
Shawnee Community College,,,,,,1050,,,21,,,,,,,,,,,,14,,,Not available,
Shawnee State University,,,,,,1030,,,21,,,,,,,,,,,,14,,,Neither required nor recommended,
Sheldon Jackson College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Shenandoah University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Shepherd College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Sherman College of Straight Chiropractic,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Shimer College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Shippensburg University of Pennsylvania,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Shoreline Community College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Shorter College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Siena College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Siena Heights University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Sierra Nevada College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Silver Lake College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Simmons College,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Simon's Rock College,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Simpson College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Simpson College Iowa,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Sinte Gleska University,,,,,,1000,,,20,,,,,,,,,,,,14,,,Yes,
Skadron College,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Skidmore College,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
Slippery Rock University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Smith College,,,,,,1400,,,32,,,,,,,,,,,,22,,,Yes,
Sojourner-Douglass College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Soka University of America,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Sonoma State University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Neither required nor recommended,
South Carolina State University,,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
South Dakota School of Mines and Technology,,,,,,1300,,,28,,,,,,,,,,,,19,,,No,
South Dakota State University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
South Florida Bible College & Theological Seminary,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
South Texas College of Law,,,,,,1500,,,34,,,,,,,,,,,,24,,,Yes,
Southeast Missouri State University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Southeastern Baptist College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Southeastern Bible College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Southeastern College of the Assemblies of God,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Southeastern Louisiana University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Southeastern Oklahoma State University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Southeastern University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Southern Adventist University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Southern Arkansas University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Southern California College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Southern California College of Optometry,,,,,,1300,,,28,,,,,,,,,,,,19,,,No,
Southern California Institute of Architecture,,,,,,1350,,,29,,,,,,,,,,,,20,,,Yes,
Southern College of Optometry,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Southern Connecticut State University,,,,,,1080,,,22,,,,,,,,,,,,15,,,Yes,
Southern Illinois University at Carbondale,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Southern Illinois University at Edwardsville,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Southern Methodist University,,,,,,1360,,,30,,,,,,,,,,,,21,,,Yes,
Southern Nazarene University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Southern New Hampshire University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Southern Oregon University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Southern Polytechnic State University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Southern University - Baton Rouge,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Southern University - New Orleans,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Southern University - Shreveport,,,,,,1000,,,20,,,,,,,,,,,,14,,,Yes,
Southern Utah University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Southern Vermont College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Southern Wesleyan University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Southwest Baptist University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Southwest Missouri State University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Southwest Missouri State University - West Plains,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Southwest State University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Southwest Texas State University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Southwest University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Southwestern Adventist University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Southwestern Assemblies of God University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Southwestern Baptist Theological Seminary,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Southwestern Christian College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Southwestern Christian University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Southwestern College Kansas,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Southwestern College Santa Fe,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Southwestern Oklahoma State University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Southwestern University,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Southwestern University School of Law,,,,,,1400,,,32,,,,,,,,,,,,22,,,Yes,
Spalding University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Spelman College,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Spertus Institute of Jewish Studies,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Spring Arbor College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Spring Hill College,,,,,,1150,,,25,,,,,,,,,,,,17,,,Yes,
Springfield College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
St. Ambrose University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
St. Andrews Presbyterian College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
St. Anselm College,,,,,,1230,,,27,,,,,,,,,,,,19,,,Yes,
St. Anthony College of Nursing,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
St. Augustine's College North Carolina,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
St. Bernard's Institute,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
St. Bonaventure University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
St. Cloud State University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
St. Edwards University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
"St. Francis College, Brooklyn Heights",,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
"St. Francis College, Fort Wayne",,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
"St. Francis College, Loretto",,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
St. Francis Medical Center College of Nursing,,,,,,1150,,,25,,,,,,,,,,,,17,,,Yes,
St. George's University,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
St. John Fisher College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
St. John's College Maryland,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
St. John's College New Mexico,,,,,,1250,,,28,,,,,,,,,,,,19,,,Yes,
St. John's Seminary,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
St. John's University,,,,,,1230,,,27,,,,,,,,,,,,19,,,Yes,
St. Joseph College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
St. Joseph College of Nursing,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
St. Joseph's College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
St Josephs University New York Brooklyn Campus,,,,,,1219,,,27,,,,,,,,,,,,19,,,Considered if submitted,
"St. Joseph's College New York, Suffolk Campus",,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
St. Joseph's College of Maine,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
St. Joseph's University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
St. Lawrence University,,,,,,1335,,,32,,,,,,,,,,,,22,,,Considered if submitted,
St. Leo College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
St. Louis Christian College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
St. Louis College of Pharmacy,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
St. Louis University,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
St. Luke's College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
St. Martin's College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
St. Mary College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
St. Mary's College Indiana,,,,,,1230,,,27,,,,,,,,,,,,19,,,Yes,
St. Mary's College of California,,,,,,1230,,,26,,,,,,,,,,,,18,,,Yes,
St. Mary's College of Maryland,,,,,,1242,,,28,,,,,,,,,,,,19,,,Required for some,
Saint Mary's University Of Minnesota,,,,,,1136,,,24,,,,,,,,,,,,16,,,Neither required nor recommended,
St. Mary's University of San Antonio,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
St. Mary-of-the-Woods College,,,,,,961,,,24,,,,,,,,,,,,16,,,Considered if submitted,
St. Meinrad College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
St. Michael's College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
St. Norbert College,,,,,,1143,,,24,,,,,,,,,,,,16,,,Considered if submitted,
St. Olaf College,,,,,,1385,,,30,,,,,,,,,,,,21,,,Considered if submitted,
St. Paul's College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
St. Peter's College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Saint Petersburg College,,,,,,1005,,,20,,,,,,,,,,,,14,,,Required for some,
St. Thomas Aquinas College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Required for some,
St. Thomas University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
St. Vincent College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
St. Xavier University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Standford Online University,,,,,,1450,,,32,,,,,,,,,,,,22,,,Yes,
Standford University,,,,,,1480,,,34,,,,,,,,,,,,24,,,Yes,
Stanford University,,,,,,1480,,,34,,,,,,,,,,,,24,,,Yes,
State University of New York (SUNY),,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
State University of New York at Albany,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
State University of New York at Binghamton,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
State University of New York at Buffalo,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
State University of New York at New Paltz,,,,,,1200,,,26,,,,,,,,,,,,18,,,Yes,
State University Of New York At Oswego,,,,,,1165,,,25,,,,,,,,,,,,17,,,Considered if submitted,
State University of New York at Stony Brook,,,,,,1300,,,30,,,,,,,,,,,,21,,,No,
State University of New York College at Brockport,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
State University of New York College at Cortland,,,,,,1100,,,23,,,,,,,,,,,,16,,,Yes,
State University of New York College at Fredonia,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
State University of New York College at Geneseo,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
State University of New York College at Old Westbury,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
State University of New York College at Oneonta,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
State University of New York College at Plattsburgh,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
State University of New York College at Potsdam,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
State University of New York College at Purchase,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
State University of New York College of Agriculture and Technology at Cobleskill,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
State University of New York College of Environmental Science and Forestry,,,,,,1200,,,26,,,,,,,,,,,,18,,,No,
State University of New York College of Optometry,,,,,,1300,,,28,,,,,,,,,,,,19,,,No,
State University of New York College of Technology at Alfred,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
State University of New York College of Technology at Farmingdale,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
State University of New York Downstate Medical Center,,,,,,1250,,,27,,,,,,,,,,,,19,,,No,
State University of New York Empire State College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
State University of New York Health Science Centre Syracuse,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
State University of New York Institute of Technology at Utica/Rome,,,,,,1100,,,23,,,,,,,,,,,,16,,,Yes,
State University of New York Maritime College,,,,,,1150,,,25,,,,,,,,,,,,17,,,No,
State University of New York School of Engineering and Applied Sciences,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
State University of New York Upstate Medical University,,,,,,1300,,,28,,,,,,,,,,,,19,,,No,
State University of West Georgia,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Stefan University,,,,,,1250,,,26,,,,,,,,,,,,18,,,Yes,
Stephen F. Austin State University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Stephens College,,,,,,1100,,,22,,,,,,,,,,,,15,,,Considered if submitted,
Sterling College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Stetson University,,,,,,1100,,,23,,,,,,,,,,,,16,,,Considered if submitted,
Stevens Institute of Technology,,,,,,1440,,,32,,,,,,,,,,,,22,,,Required for some,
Stillman College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Required,
Stonehill College,,,,,,1205,,,26,,,,,,,,,,,,18,,,Considered if submitted,
Strayer University,,,,,,1000,,,20,,,,,,,,,,,,14,,,Not available,
Suffolk University,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Sul Ross State University,,,,,,1015,,,17,,,,,,,,,,,,13,,,Recommended,
Sullivan University,,,,,,1100,,,22,,,,,,,,,,,,15,,,Considered if submitted,
Susquehanna University,,,,,,1190,,,25,,,,,,,,,,,,17,,,Considered if submitted,
Swarthmore College,,,,,,1450,,,32,,,,,,,,,,,,22,,,Yes,
Sweet Briar College,,,,,,1090,,,24,,,,,,,,,,,,16,,,Required,
Syracuse University,,,,,,1355,,,30,,,,,,,,,,,,21,,,Considered if submitted,
Tabor College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Required for some,
Talladega College,,,,,,1000,,,20,,,,,,,,,,,,14,,,Required,
Tarleton State University,,,,,,1100,,,22,,,,,,,,,,,,15,,,Considered if submitted,
Taylor University,,,,,,1200,,,28,,,,,,,,,,,,19,,,Recommended,
"Taylor University, Fort Wayne Campus",,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
"Teachers College, Columbia University",,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
Temple University,,,,,,1244,,,28,,,,,,,,,,,,19,,,Considered if submitted,
Temple University School of Podiatric Medicine,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Tennessee State University,,,,,,1100,,,23,,,,,,,,,,,,16,,,Yes,
Tennessee Technological University,,,,,,1150,,,25,,,,,,,,,,,,17,,,Yes,
Tennessee Temple University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Tennessee Wesleyan University,,,,,,1038,,,21,,,,,,,,,,,,14,,,Recommended,
Texas A&M International University,,,,,,1010,,,18,,,,,,,,,,,,13,,,Required for some,
Texas A&M University,,,,,,1275,,,28,,,,,,,,,,,,19,,,Considered if submitted,
Texas A&M University - Commerce,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Texas A&M University - Corpus Christi,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Texas A&M University - Galveston,,,,,,1200,,,25,,,,,,,,,,,,17,,,No,
Texas A&M University - Kingsville,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Texas A&M University - Texarkana,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Texas Chiropractic College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Texas Christian University,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Texas College,,,,,,1000,,,20,,,,,,,,,,,,14,,,Not available,
Texas College of Osteopathic Medicine,,,,,,1300,,,28,,,,,,,,,,,,19,,,No,
Texas Lutheran University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Texas Southern University,,,,,,1000,,,20,,,,,,,,,,,,14,,,Yes,
Texas Tech University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Texas Tech University Health Science Center,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Texas Wesleyan University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Neither required nor recommended,
Texas Woman's University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
The American College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
The Art Institute of Boston,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
The Art Institutes International Portland,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
The Art Institutes International San Francisco,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
The Boston Conservatory,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
The Catholic University of America,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
The Chicago School of Professional Psychology,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
The College of Insurance,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
The College of New Jersey,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
The College of Santa Fe,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
The College of St. Scholastica,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
The College of Westchester,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
The College of Wooster,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
The Cooper Union for the Advancement of Science and Art,,,,,,1450,,,32,,,,,,,,,,,,22,,,Yes,
The Corcoran College of Art,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
The Curtis Institute of Music,,,,,,1450,,,32,,,,,,,,,,,,22,,,Yes,
The Defiance College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
The Dickinson School of Law,,,,,,1400,,,32,,,,,,,,,,,,22,,,Yes,
The Illinois Institute of Art-Chicago,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
The Johns Hopkins University,,,,,,1480,,,33,,,,,,,,,,,,23,,,Yes,
The Juilliard School,,,,,,1450,,,32,,,,,,,,,,,,22,,,Yes,
The Leadership Institute of Seattle,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
"The Maryland Institute, College of Art",,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
The Master's College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
The McGregor School of Antioch University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
The Naropa Institute,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
The New School,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
The Rockefeller University,,,,,,1450,,,32,,,,,,,,,,,,22,,,Yes,
The School of the Art Institute of Chicago,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
The Scripps Research Institute,,,,,,1450,,,32,,,,,,,,,,,,22,,,Yes,
The Southern Christian University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
The Tulane University of New Orleans,,,,,,1440,,,32,,,,,,,,,,,,22,,,Yes,
The Union Institute,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Thiel College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Thomas A. Edison State College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Thomas Aquinas College,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
Thomas College Maine,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Thomas Jefferson University,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Thomas More College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Thomas More College of Liberal Arts,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Thomas University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Not available,
Thunderbird School of Global Management,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Tiffin University,,,,,,1005,,,18,,,,,,,,,,,,13,,,Recommended,
Toccoa Falls College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Tomball College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
