name,url,city,state,type,size_category,acceptance_rate,sat_50th_percentile,act_50th_percentile,tuition_in_state,tuition_out_state,room_board,graduation_rate,retention_rate,enrollment,student_faculty_ratio,region,popular_majors,median_earnings_10_years,campus_setting,test_optional,application_deadline_fall,application_fee,average_financial_aid,percent_receiving_aid,transfer_acceptance_rate,latitude,longitude,housing_available,ipeds_id
Augustana College,http://www.augustana.edu/,Rock Island,IL,Private,Small,0.6,1200,25,40000,40000,13000,0.7,0.8,2500,12,Midwest,"Business, Psychology, Biology",50000,Suburban,True,2024-01-15,50,20000,0.7,0.6,41.5086,-90.5705,True,
Augustana College,http://www.augie.edu/,Sioux Falls,SD,Private,Small,0.6,1200,25,35000,35000,12000,0.7,0.8,2000,12,Midwest,"Business Administration, Psychology, Biology",50000,Urban,True,2024-01-15,50,20000,0.75,0.6,43.5083,-96.7318,True,
Aurora University,http://www.aurora.edu/,Aurora,IL,Private,Medium,0.5,1150,24,32000,32000,12000,0.6,0.75,4000,12,Midwest,"Business Administration, Nursing, Psychology",45000,Suburban,True,2024-01-15,50,15000,0.7,0.5,41.7606,-88.3201,True,
Austin College,http://www.austinc.edu/,Sherman,TX,Private,Small,0.5,1200,25,40000,40000,12000,0.7,0.8,1300,12,Southwest,"Psychology, Business Administration, Biology",50000,Suburban,True,2024-01-15,50,20000,0.7,0.5,33.6353,-96.6103,True,
Austin Community College,http://www.austin.cc.tx.us/,Austin,TX,Public,Large,0.7,1100,25,8000,24000,12000,0.5,0.7,40000,20,Southwest,"Business, Health Sciences, Liberal Arts",40000,Urban,True,Rolling,50,7000,0.6,0.7,30.2672,-97.7431,True,
Austin Peay State University,http://www.apsu.edu/,Clarksville,TN,Public,Medium,0.6,1100,24,9500,23000,12000,0.5,0.7,10000,18,Southeast,"Business Administration, Nursing, Psychology",40000,Suburban,True,2024-01-15,50,8000,0.6,0.6,36.5298,-87.3595,True,TN003145
Ave Maria University,http://www.avemaria.edu/,Ave Maria,FL,Private,Small,0.5,1200,25,20000,20000,12000,0.7,0.8,1000,12,Southeast,"Business, Education, Liberal Arts",40000,Rural,True,2024-01-15,50,20000,0.7,0.5,26.25,-81.43,True,
Averett College,http://www.averett.edu/,Danville,VA,Private,Small,0.6,1100,25,20000,20000,12000,0.6,0.7,1000,12,Southeast,"Business Administration, Psychology, Nursing",40000,Rural,True,2024-01-15,50,15000,0.7,0.6,36.5855,-79.395,True,
Avila College,http://www.avila.edu/,Kansas City,MO,Private,Small,0.5,1150,24,23000,23000,12000,0.6,0.7,1000,12,Midwest,"Business Administration, Nursing, Psychology",45000,Urban,True,2024-01-15,50,15000,0.7,0.5,39.0997,-94.5786,True,
Azusa Pacific University,http://www.apu.edu/,Azusa,CA,Private,Medium,0.55,1250,27,35000,35000,13000,0.68,0.78,6000,14,West,"Business Administration, Psychology, Nursing",55000,Suburban,True,2024-01-15,50,20000,0.75,0.55,34.1338,-117.9053,True,
Babson College,http://www.babson.edu/,Babson Park,MA,Private,Small,0.2,1400,32,57000,57000,15000,0.87,0.93,3000,12,Northeast,"Business Administration, Finance, Entrepreneurship",80000,Suburban,True,2024-01-01,75,20000,0.85,0.2,42.3034,-71.2584,True,190157
Baker College of Auburn Hills,http://www.baker.edu/visit/auburn.html,Auburn Hills,MI,Private For-Profit,Small,0.7,1100,24,15000,15000,12000,0.5,0.7,2000,15,Midwest,"Business Administration, Health Sciences, Information Technology",40000,Suburban,True,Rolling,50,8000,0.6,0.7,42.6582,-83.2402,True,
Baker College of Cadillac,http://www.baker.edu/visit/cadillac.html,Cadillac,MI,Private For-Profit,Small,0.7,1100,24,12000,12000,12000,0.6,0.7,1500,15,Midwest,"Business Administration, Health Sciences, Information Technology",40000,Rural,True,Rolling,50,8000,0.6,0.7,44.2513,-85.4107,True,
Baker College of Flint,http://www.baker.edu/visit/flint.html,Flint,MI,Private For-Profit,Small,0.7,1050,21,12000,12000,12000,0.5,0.7,2000,15,Midwest,"Business Administration, Health Sciences, Information Technology",40000,Urban,True,Rolling,50,8000,0.6,0.7,43.0125,-83.6875,True,
Baker College of Mount Clemens,http://www.baker.edu/visit/mtclemens.html,Mount Clemens,MI,Private For-Profit,Small,0.7,1100,25,15000,15000,12000,0.5,0.7,2000,15,Midwest,"Business Administration, Nursing, Information Technology",40000,Suburban,True,Rolling,50,8000,0.6,0.7,42.5967,-82.883,True,
Baker College of Muskegon,http://www.baker.edu/visit/muskegon.html,Muskegon,MI,Private For-Profit,Small,0.7,1050,21,12000,12000,12000,0.5,0.7,2000,15,Midwest,"Business Administration, Healthcare Administration, Information Technology",40000,Suburban,True,Rolling,50,8000,0.6,0.7,43.2345,-86.2485,True,
Baker College of Owosso,http://www.baker.edu/visit/owosso.html,Owosso,MI,Private For-Profit,Small,0.7,1050,21,12000,12000,12000,0.5,0.7,1000,15,Midwest,"Business Administration, Health Sciences, Information Technology",40000,Suburban,True,Rolling,50,8000,0.6,0.7,43.0059,-84.1915,True,
Baker College of Port Huron,http://www.baker.edu/visit/porthuron.html,Port Huron,MI,Private For-Profit,Small,0.7,1050,21,12000,12000,12000,0.5,0.7,1500,15,Midwest,"Business Administration, Nursing, Information Technology",40000,Suburban,True,Rolling,50,8000,0.6,0.7,42.9804,-82.4234,True,
Baker University,http://www.bakeru.edu/,Baldwin City,KS,Private,Small,0.6,1100,25,30000,30000,12000,0.6,0.7,1000,12,Midwest,"Business Administration, Education, Nursing",40000,Rural,True,2024-01-15,50,15000,0.7,0.6,38.1857,-95.2654,True,
Baldwin-Wallace College,http://www.baldwinw.edu/,Berea,OH,Private,Small,0.5,1200,25,35000,35000,13000,0.7,0.8,3000,12,Midwest,"Business, Education, Health Sciences",50000,Suburban,True,2024-01-15,50,20000,0.7,0.5,41.3663,-81.8093,True,
Ball State University,http://www.bsu.edu/,Muncie,IN,Public,Large,0.7,1120,24,10500,29000,12000,0.6,0.76,22000,18,Midwest,"Business, Education, Health Sciences",45000,Suburban,True,2024-01-15,60,8000,0.6,0.7,40.2021,-85.3963,True,180056
Baltimore Hebrew University,http://www.bhu.edu/,Baltimore,MD,Private,Small,0.5,1150,24,25000,25000,12000,0.7,0.8,500,12,Northeast,"Jewish Studies, Social Work, Education",40000,Urban,True,Rolling,50,20000,0.7,0.5,39.2964,-76.6096,True,
Baltimore International College,http://www.bic.edu/,Baltimore,MD,Private For-Profit,Small,0.7,1100,24,20000,20000,12000,0.6,0.7,1000,15,Northeast,"Culinary Arts, Hospitality Management, Business Administration",40000,Urban,True,Rolling,50,10000,0.7,0.7,39.2904,-76.6122,True,
Bank Street College of Education,http://www.bnkst.edu/,New York,NY,Private,Small,0.5,1200,25,30000,30000,15000,0.85,0.8,1000,12,Northeast,"Education, Child Development, Special Education",50000,Urban,True,2024-01-15,50,20000,0.8,0.5,40.785091,-73.968285,True,
Baptist Bible College of Missouri,http://www.bbcnet.edu/,Springfield,MO,Private,Small,0.6,1100,25,20000,20000,12000,0.65,0.75,800,12,Midwest,"Theology, Business Administration, Education",40000,Urban,True,Rolling,50,15000,0.7,0.6,37.2153,-93.2983,True,
Baptist Bible College of Pennsylvania,http://www.bbc.edu/,Clarks Green,PA,Private,Small,0.6,1100,25,20000,20000,12000,0.7,0.75,800,12,Northeast,"Theology, Business Administration, Education",40000,Suburban,True,2024-01-15,50,20000,0.8,0.6,41.4475,-75.7003,True,
Barat College,http://www.barat.edu/,Lake Forest,IL,Private,Small,0.5,1150,24,25000,25000,12000,0.65,0.75,1000,12,Midwest,"Business Administration, Psychology, Education",45000,Suburban,True,2024-01-15,50,15000,0.7,0.5,42.2391,-87.8458,True,
Barber-Scotia College,http://www.b-sc.edu/,Concord,NC,Private,Small,0.7,1000,20,20000,20000,12000,0.5,0.7,500,12,Southeast,"Business Administration, Psychology, Education",40000,Urban,True,Rolling,50,15000,0.75,0.7,35.3606,-80.5795,True,
Barclay College,http://www.barclaycollege.edu/,Haviland,KS,Private,Small,0.7,1100,24,20000,20000,12000,0.6,0.7,300,12,Midwest,"Business Administration, Education, Theology",40000,Rural,True,2024-01-15,50,15000,0.8,0.7,37.6103,-98.1612,True,
Bard College,http://www.bard.edu/,Annandale-on-Hudson,NY,Private,Small,0.65,1350,30,57000,57000,15000,0.85,0.9,2500,10,Northeast,"Visual Arts, Social Sciences, Literature",60000,Rural,True,2024-01-15,50,25000,0.75,0.65,42.0187,-73.8951,True,
Bard Graduate Center for Studies in the Decorative Arts,http://www.bard.edu/graduate/BGC/intro.html,New York,NY,Private,Small,0.3,1350,30,50000,50000,15000,0.85,0.9,3000,10,Northeast,"Decorative Arts, Cultural Studies, Art History",60000,Urban,True,2024-01-15,50,20000,0.8,0.3,40.7128,-74.006,True,
Barnard College - Columbia University,http://www.barnard.edu/,New York,NY,Private,Small,0.12,1450,32,61000,61000,16000,0.93,0.95,2500,9,Northeast,"Psychology, Political Science, Biology",65000,Urban,True,2024-01-01,75,40000,0.6,0.25,40.8075,-73.964,True,null
Barry University,http://www.barry.edu/,Miami,FL,Private,Medium,0.5,1150,24,32000,32000,12000,0.65,0.75,7000,14,Southeast,"Nursing, Business, Psychology",45000,Suburban,True,2024-01-15,50,20000,0.8,0.5,25.8872,-80.2021,True,
Bartlesville Wesleyan College,http://www.bwc.edu/,Bartlesville,OK,Private,Small,0.6,1100,25,20000,20000,12000,0.65,0.75,800,12,Midwest,"Business Administration, Psychology, Education",40000,Suburban,True,2024-01-15,50,15000,0.7,0.6,36.7478,-95.9784,True,
Barton College,http://www.barton.edu/,Wilson,NC,Private,Small,0.5,1100,25,30000,30000,12000,0.6,0.75,1000,12,Southeast,"Business Administration, Nursing, Education",40000,Suburban,True,2024-01-15,50,15000,0.7,0.5,35.7213,-77.9154,True,
Bastyr University,http://www.bastyr.edu/,Kenmore,WA,Private,Small,0.5,1200,25,20000,20000,12000,0.7,0.8,1000,12,West,"Naturopathic Medicine, Nutrition, Acupuncture",50000,Suburban,True,2024-01-15,50,15000,0.7,0.5,47.7542,-122.2406,True,
Bates College,http://www.bates.edu/,Lewiston,ME,Private,Small,0.15,1380,32,60000,60000,15000,0.88,0.92,2000,10,Northeast,"Psychology, Economics, Biology",60000,Suburban,True,2024-01-01,50,25000,0.75,0.15,44.0978,-70.2148,True,190123
Bauder College,http://www.bauder.edu/,Atlanta,GA,Private For-Profit,Small,0.7,1050,21,20000,20000,12000,0.6,0.75,800,15,Southeast,"Business Administration, Graphic Design, Medical Assisting",40000,Urban,True,Rolling,50,15000,0.8,0.7,33.749,-84.388,True,
Baylor College of Dentistry,http://www.tambcd.edu/,Dallas,TX,Public,Small,0.4,1300,28,15000,45000,12000,0.85,0.9,1000,12,Southwest,"Dentistry, Health Sciences, Biology",80000,Urban,False,2024-01-15,50,10000,0.6,0.4,32.7767,-96.797,True,
Baylor College of Medicine,http://www.bcm.tmc.edu/,Houston,TX,Private,Small,0.15,1450,32,60000,60000,15000,0.85,0.95,2000,10,Southwest,"Medicine, Biomedical Sciences, Public Health",80000,Urban,False,2024-01-15,75,20000,0.7,0.15,29.7335,-95.4016,True,
Baylor University,http://www.baylor.edu/,Waco,TX,Private,Large,0.5,1300,28,50000,50000,13000,0.7,0.8,17000,15,Southwest,"Business Administration, Nursing, Psychology",60000,Suburban,True,2024-01-15,50,20000,0.7,0.5,31.5493,-97.1467,True,
Belhaven College,http://www.belhaven.edu/,Jackson,MS,Private,Small,0.5,1100,24,21000,21000,12000,0.6,0.7,1500,12,Southeast,"Business Administration, Psychology, Education",40000,Urban,True,2024-01-15,50,20000,0.7,0.5,32.2988,-90.1848,True,
Bellarmine College,http://www.bellarmine.edu/,Louisville,KY,Private,Medium,0.55,1200,25,38000,38000,13000,0.7,0.8,3500,12,Southeast,"Nursing, Business Administration, Psychology",45000,Urban,True,2024-01-15,50,20000,0.75,0.55,38.2192,-85.7585,True,
Bellevue University,http://www.bellevue.edu/,Bellevue,NE,Public,Medium,0.7,1100,24,8000,16000,12000,0.5,0.7,8000,15,Midwest,"Business Administration, Information Technology, Health Sciences",45000,Suburban,True,Rolling,50,8000,0.6,0.7,41.1504,-95.9687,True,
Bellin College of Nursing,http://www.bellin.org/bcn/,Green Bay,WI,Private,Small,0.5,1200,25,20000,20000,12000,0.7,0.8,700,12,Midwest,"Nursing, Health Sciences, Healthcare Administration",50000,Suburban,True,2024-01-15,50,15000,0.7,0.5,44.5133,-88.0133,True,
Belmont Abbey College,http://www.bac.edu/,Belmont,NC,Private,Small,0.5,1150,24,30000,30000,12000,0.7,0.75,1200,12,Southeast,"Business Administration, Psychology, Education",45000,Suburban,True,2024-01-15,50,20000,0.8,0.5,35.2477,-81.0347,True,
Belmont University,http://www.belmont.edu/,Nashville,TN,Private,Medium,0.6,1230,27,38000,38000,12000,0.7,0.8,8000,12,Southeast,"Business Administration, Nursing, Music",50000,Urban,True,2024-01-15,50,15000,0.7,0.6,36.1627,-86.7816,True,
Beloit College,http://www.beloit.edu/,Beloit,WI,Private,Small,0.5,1250,27,55000,55000,13000,0.7,0.8,1200,12,Midwest,"Psychology, Biology, Economics",45000,Urban,True,2024-01-15,50,20000,0.75,0.5,42.5083,-89.0293,True,
Bemidji State University,http://www.bemidji.msus.edu/,Bemidji,MN,Public,Medium,0.6,1100,25,9500,18000,12000,0.6,0.75,5000,15,Midwest,"Business Administration, Education, Health Sciences",40000,Rural,True,2024-01-15,50,8000,0.65,0.6,47.4875,-94.8826,True,
Benedict College,http://www.benedict.edu/,Columbia,SC,Private,Small,0.6,1000,20,15000,15000,12000,0.5,0.7,2000,12,Southeast,"Business Administration, Psychology, Biology",40000,Urban,True,2024-08-01,50,15000,0.7,0.6,34.0007,-81.0348,True,
Benedictine College,http://www.benedictine.edu/,Atchison,KS,Private,Small,0.5,1200,25,32000,32000,12000,0.7,0.8,1500,12,Midwest,"Business Administration, Nursing, Education",45000,Rural,True,2024-01-15,50,20000,0.8,0.5,39.5653,-95.2048,True,
Benedictine University,http://www.ben.edu/,Lisle,IL,Private,Medium,0.5,1150,24,32000,32000,12000,0.65,0.75,4000,12,Midwest,"Business Administration, Nursing, Education",45000,Suburban,True,2024-01-15,50,20000,0.8,0.5,41.8023,-88.0863,True,
"Benedictine University, Springfield College in Illinois",http://www.sci.edu/,Springfield,IL,Private,Small,0.5,1150,24,25000,25000,12000,0.6,0.75,1500,12,Midwest,"Business Administration, Nursing, Psychology",45000,Urban,True,2024-01-15,50,20000,0.7,0.5,39.7817,-89.6501,True,
Bennett College,http://www.bennett.edu/,Greensboro,NC,Private,Small,0.5,1100,25,20000,20000,12000,0.6,0.7,500,12,Southeast,"Business Administration, Psychology, Sociology",40000,Urban,True,2024-01-15,50,20000,0.8,0.5,36.0726,-79.791,True,
Bennington College,http://www.bennington.edu/,Bennington,VT,Private,Small,0.2,1350,30,58000,58000,15000,0.85,0.88,700,10,Northeast,"Visual Arts, Literature, Social Sciences",50000,Rural,True,2024-01-15,60,25000,0.75,0.2,42.9335,-73.2055,True,
Bentley College,http://www.bentley.edu/,Waltham,MA,Private,Medium,0.3,1300,28,50000,50000,15000,0.85,0.9,5000,12,Northeast,"Business Administration, Finance, Marketing",70000,Suburban,True,2024-01-15,50,20000,0.7,0.3,42.3876,-71.2591,True,
Berea College,http://www.berea.edu/,Berea,KY,Private,Small,0.4,1200,25,0,0,12000,0.6,0.8,1500,12,Southeast,"Liberal Arts, Business, Education",40000,Rural,True,2024-01-15,50,15000,0.7,0.4,37.5685,-84.2958,True,
Berean University of the Assemblies of God,http://www.berean.edu/,Springfield,MO,Private,Small,0.6,1100,25,20000,20000,12000,0.7,0.75,800,12,Midwest,"Theology, Business, Education",40000,Suburban,True,Rolling,50,15000,0.8,0.6,37.2153,-93.2982,True,
Berklee College of Music,http://www.berklee.edu/,Boston,MA,Private,Medium,0.25,1350,30,50000,50000,15000,0.85,0.9,7000,12,Northeast,"Music Performance, Music Production, Songwriting",60000,Urban,True,2024-01-15,50,20000,0.75,0.25,42.3467,-71.0869,True,
Berne University,http://www.berne.edu/,Berne,IN,Public,Medium,0.5,1200,25,10000,25000,12000,0.65,0.75,8000,18,Midwest,"Business Administration, Psychology, Nursing",45000,Suburban,True,2024-01-15,50,8000,0.65,0.5,40.45,-84.95,True,
Berry College,http://www.berry.edu/,Mount Berry,GA,Private,Small,0.5,1200,25,20000,20000,12000,0.7,0.8,2000,12,Southeast,"Business Administration, Psychology, Biology",45000,Rural,True,2024-01-15,50,15000,0.7,0.5,34.2676,-85.2027,True,
Beth-El College of Nursing and Health Sciences,http://www.uccs.edu/~bethel/,Colorado Springs,CO,Public,Medium,0.5,1200,25,10000,30000,12000,0.7,0.8,3000,15,West,"Nursing, Health Sciences, Public Health",60000,Suburban,True,2024-01-15,50,8000,0.6,0.5,38.8339,-104.8214,True,
Bethany College California,http://www.bethany.edu/,Scott's Valley,CA,Private,Small,0.5,1150,24,30000,30000,12000,0.6,0.7,700,12,West,"Business Administration, Psychology, Education",45000,Suburban,True,2024-01-15,50,20000,0.75,0.5,37.0514,-122.0345,True,
Bethany College Kansas,http://www.bethanylb.edu/,Lindsborg,KS,Private,Small,0.6,1100,25,20000,20000,12000,0.6,0.7,600,12,Midwest,"Business, Education, Nursing",40000,Rural,True,2024-01-01,50,15000,0.7,0.6,38.5861,-97.6672,True,
Bethany College West Virginia,http://www.bethany.wvnet.edu/,Bethany,WV,Private,Small,0.5,1100,25,30000,30000,12000,0.6,0.7,700,12,Southeast,"Business Administration, Psychology, Education",40000,Rural,True,2024-01-15,50,20000,0.7,0.5,40.1945,-80.5526,True,
Bethel College McKenzie,http://www.bethel-college.edu/,McKenzie,TN,Private,Small,0.5,1100,25,20000,20000,12000,0.6,0.7,1000,12,Southeast,"Business, Education, Nursing",40000,Rural,True,2024-01-01,50,15000,0.7,0.5,36.1245,-88.5585,True,
Bethel College Mishawaka,http://www.bethel-in.edu/,Mishawaka,IN,Private,Small,0.5,1150,25,30000,30000,12000,0.6,0.7,1000,12,Midwest,"Business, Nursing, Education",45000,Suburban,True,2024-01-15,50,20000,0.7,0.5,41.6612,-86.1893,True,
Bethel College Newton,http://www.bethelks.edu/,Newton,KS,Private,Small,0.6,1100,25,25000,25000,12000,0.6,0.75,600,12,Midwest,"Nursing, Business, Education",40000,Rural,True,2024-01-15,50,15000,0.7,0.6,38.0593,-97.3451,True,
Bethel College St. Paul,http://www.bethel.edu/,St. Paul,MN,Private,Small,0.5,1200,25,35000,35000,12000,0.7,0.8,3000,12,Midwest,"Business Administration, Psychology, Nursing",50000,Urban,True,2024-01-15,50,20000,0.75,0.5,44.944,-93.094,True,
Bethune-Cookman College,http://www.bethune.cookman.edu/,Daytona Beach,FL,Private,Medium,0.5,1050,21,15000,15000,12000,0.5,0.7,4000,15,Southeast,"Business Administration, Psychology, Nursing",40000,Urban,True,2024-01-15,50,15000,0.7,0.5,29.2108,-81.0225,True,
Biola University,http://www.biola.edu/,La Mirada,CA,Private,Medium,0.5,1250,27,40000,40000,14000,0.7,0.8,6000,15,West,"Psychology, Business Administration, Biblical Studies",50000,Suburban,True,2024-01-15,50,20000,0.75,0.5,33.9178,-118.0072,True,
Birmingham-Southern College,http://www.bsc.edu/,Birmingham,AL,Private,Small,0.45,1200,25,20000,20000,12000,0.68,0.78,1200,12,Southeast,"Business, Psychology, Biology",45000,Urban,True,2024-01-15,50,20000,0.85,0.45,33.494,-86.802,True,
Black Hawk College,http://www.bhc.edu/,Moline,IL,Public,Medium,0.7,1100,23,8000,16000,12000,0.6,0.75,4000,15,Midwest,"Nursing, Business Administration, Criminal Justice",40000,Suburban,True,Rolling,50,7000,0.6,0.7,41.5041,-90.5151,True,
Black Hills State University,http://www.bhsu.edu/,Spearfish,SD,Public,Medium,0.7,1100,24,8500,18000,12000,0.6,0.75,4000,15,Midwest,"Business Administration, Education, Health Sciences",45000,Rural,True,2024-01-15,50,8000,0.6,0.7,44.4965,-103.8597,True,
Blackburn College,http://www.blackburn.edu/,Carlinville,IL,Private,Small,0.6,1100,25,20000,20000,12000,0.6,0.7,600,12,Midwest,"Business Administration, Psychology, Biology",40000,Rural,True,2024-01-15,50,15000,0.7,0.6,39.2833,-89.8783,True,
Blessing-Rieman College of Nursing,http://www.brcn.edu/,Quincy,IL,Private,Small,0.6,1100,25,20000,20000,12000,0.7,0.8,500,12,Midwest,"Nursing, Health Sciences, Healthcare Administration",50000,Urban,True,Rolling,50,15000,0.7,0.6,39.9356,-91.4092,True,
